ID_Salmon,Largo_Prom_cm,Ancho_Prom_cm,Peso_Prom_g,Confianza_Prom,Total_Frames
1083,46.154411764705884,13.528529411764707,2044.0670588235294,44.586470588235294,34
1094,51.56033333333333,14.100666666666665,2974.886,44.803,30
1097,56.5304,13.351199999999999,3109.5708,46.4636,50
1102,42.25888888888889,10.16037037037037,1312.2153703703705,40.154074074074074,54
1122,56.772666666666666,23.349666666666668,3543.851,46.37233333333334,30
1123,48.28064516129032,23.038709677419355,1990.5683870967744,44.17016129032258,62
1125,52.93289473684211,16.647105263157897,2338.113157894737,44.44552631578947,38
1139,45.6925,14.166875,1495.6028125,40.8496875,32
1147,51.16390243902438,15.377804878048781,2427.419512195122,40.04731707317073,41
1148,52.20307692307692,15.313076923076924,2387.1643076923074,44.83215384615385,65
